kanji,hanzi,meaning_vi,meaning_en,jlpt_level,onyomi,kunyomi,stroke_count,radical_utf,radical_name_ja,radical_meaning,story,num_vocab_examples,prev_kanji,next_kanji
岸,NGẠN,Bờ biển,beach,N3,ガン,きし,8,,やまかんむり,mountain,Dưới núi (山) là sườn núi (厂) khô (干) ráo cạnh bờ biển (岸),2,汗,平
干,CAN,Khô khan,"dry, parch, ebb, recede, interfere, intercede",N3,カン,ほ、ひ、ほす、ほし、ひる,3,⼲,かん,"to dry, shield",Bất kỳ 1 (一) thứ gì phơi 10 (十) ngày cũng khô (干),3,怒,汗
呼,HÔ,Hô gọi,"call, call out to, invite",N3,コ,よ、よぶ,8,,くちへん,mouth,Miệng (ロ) Bình (平) đang hô hấp (呼),7,平,職
職,CHỨC,Chức vụ,"post, employment, work",N3,ショク,,18,,みみへん,ear,Chức vụ (職) của tai (耳) là để nghe âm thanh (音) truyền qua (戈),6,呼,識
怒,NỘ,Phẫn nộ,"angry, be offended",N3,ド,いか、おこ、いかる、おこる,9,⼼,こころ,"heart, mind, spirit",Nô lệ (奴) trong tim (心) rất phẫn nộ (怒),3,努,干
汗,HÃN,Mồ hôi,"sweat, perspire",N3,カン,あせ,6,⺡,さんずい,water,Nước (氵) khô (干) ngay là mồ hôi (汗),2,干,岸
列,LIỆT,Xếp hàng,"file, row, rank, tier, column",N3,レツ,,6,⺉,りっとう,"knife, sword",Lính bị ngạt (歹) vẫn cầm đao (刂) nằm la liệt (列) thành hàng,2,識,例
各,CÁC,Các vị,"each, every, either",N3,カク,おのおの,6,⼝,くち,mouth,Các vị (各) đến sau (夂)mà còn to mồm (ロ),5,鼻,格
識,THỨC,Tri thức,"discriminating, know, write",N3,シキ,"し.る, しる.す",19,,ごんべん,"words, to speak, say",Người tri thức (諾) nói (言) ra âm thanh (音) nghe qua (戈) đã hiểu,4,職,列
例,LỆ,"Ví dụ, tiền lệ","example, custom, usage, precedent",N3,レイ,たと、たとえる,8,⺅,にんべん,person ,Ví dụ (例) nhìn thấy người đứng (亻) bị liệt (列) bạn có rơi lệ?,3,列,死
死,TỬ,Chết,"death, die",N3,シ,し、しぬ、しに,6,⽍,がつ,"death & dying, to decompose",Chết (死) ngạt (歹) mà vẫn cười hihi (七),3,例,績
努,NỖ,Nỗ lực,"toil, diligent, as much as possible",N3,ド,つと、つとめる、つとめて,7,⼒,ちから,power,Nô lệ (奴) có sức lực (力) vẫn phải nỗ lực (努) cố gắng,3,接,怒
積,TÍCH,Tích trữ,"volume, product (x*y), acreage, contents, pile up, stack, load, amass",N3,セキ,つ、つむ、つもる、つもり,16,⽲,のぎへん,grain,Tích trữ (積) lúa (禾) là trách nhiệm (責) của người nông dân,6,績,打
打,ĐẢ,Ẩu đã,"strike, hit, knock, pound, dozen",N3,ダ,うつ、うち,5,⺘,てへん,hand,Tay (扌) cầm đinh (丁) đi ẩu đả (打),10,積,貯
貯,TRỮ,Tích trữ,"savings, store, lay in, keep, wear mustache",N3,チョ,"た.める, たくわ.える",12,,かいへん,"shell, property, wealth",Bảo bối (貝) để dưới mái nhà (宀) phải đóng đinh (丁) lại để tích trữ (貯),2,打,準
準,CHUẨN,Chuẩn bị,"semi-, correspond to, proportionate to, conform, imitate",N3,ジュン,"じゅん.じる, じゅん.ずる, なぞら.える, のり, ひと.しい, みずもり",13,⺡,さんずい,water,Dùng nước (氵) rửa chim (隹) 10 (十) lần để chuẩn bị (準) thịt,4,貯,進
平,BÌNH,Hoà bình,"even, flat, peace",N3,ヘイ、ビョウ,たい、ひらたい、たいら、ひら,5,⼲,かん,"to dry, shield",Cái can (干) = 2 (丷) cái bình (平),14,岸,呼
曜,DIỆU,Ngày,weekday,N3,ヨウ,,18,,ひへん,"sun, day, time",Ở Nhật (日) 2 Em (ヨ) chơi đùa cùng chim (隹) cả ngày (曜),9,進,濯
進,TIẾN,Tiến bộ,"advance, proceed, progress, promote",N3,シン,すす、すすむ、すすめる,11,⻌,しんにょう,"road, walk, to advance",Chim (隹) đi xa (辶) học hỏi để tiến bộ (進),11,準,曜
確,XÁC,Chính xác,"assurance, firm, tight, hard, solid, confirm, clear, evident",N3,カク,たしか、たしかめる、たし,15,,いしへん,stone,Cầm đá (石) trùm khăn (冖) vẫn ném chim (隹) chính xác (確),14,濯,観
果,QUẢ,Kết quả,"fruit, reward, carry out, achieve, complete, end, finish, succeed",N3,カ,はたす、はてる、はて、は,8,⽊,き,"tree, wood",Ruộng (田) trồng cây (木) ăn quả (果),6,観,単
観,QUAN,Quan sát,"outlook, look, appearance, condition, view",N3,カン,"み.る, しめ.す",18,⾒,みる,to see,Buổi trưa (午) con chim (隹) đang nhìn (見) là quan sát (観),7,確,果
濯,TRẠC,Giặt giũ,"laundry, wash, pour on, rinse",N3,タク,"すす.ぐ, ゆす.ぐ",17,⺡,さんずい,water,Đổ nước (氵) vào 2 Em (ヨ) chim (隹) giặt giũ (濯),2,曜,確
単,ĐƠN,Đơn giản,"simple, one, single, merely",N3,タン,ひとえ,9,⺍,つ,Katakana Tsu,3 (''') ngày (日) làm 10 (十) mảnh ruộng thì quá đơn giản (単),7,果,戦
績,TÍCH,Thành tích,"exploits, achievements, unreeling cocoons",N3,セキ,,17,,いとへん,thread,Dệt tơ (糸) có trách nhiệm (責) sẽ đạt thành tích (績) cao,3,死,積
業,NGHIỆP,Nông nghiệp,"business, vocation, arts, performance",N3,ギョウ、ゴウ,わざ,13,⽊,き,"tree, wood",Xếp hàng (业) mua dê (羊) và cây (木) giống để phục vụ nông nghiệp (業),22,実,残
実,THỰC,Sự thực,"reality, truth, seed, fruit, nut",N3,ジツ,み、みの、みのる、みのり,8,⼧,うかんむり,"roof, house",Nhà (宀) có 3 (三) người (人) giống nhau là sự thực (実),26,任,業
浅,THIỂN,Nông cạn/ thiển cận,"shallow, superficial, frivolous, wretched, shameful",N3,セン,あさ、あさい,9,⺡,さんずい,water,Nước (氵) qua 2 lần (毛) sử dụng thì bị nông cạn (浅),1,残,消
戦,CHIẾN,Chiến tranh,"war, battle, match",N3,セン,いくさ、たたか、たたかう、たたかわす,13,⼽,ほこ,"spear, weapon",Đơn giản (単) vượt qua (戈) chiến tranh (戦),4,単,任
消,TIÊU,Tiêu diệt,"extinguish, blow out, turn off, neutralize, cancel",N3,ショウ,き、け、きえる、けす,10,⺡,さんずい,water,Nước (氵) tiêu (肖) biến (消),14,浅,具
残,TÀN,Còn lại,"remainder, leftover, balance",N3,ザン,のこる、のこす、のこり、のこ,10,,がつへん,"death & dying, to decompose",Bị ngạt (歹) qua 2 lần (毛) thì tàn (残) đời,8,業,浅
包,BAO,Gói,"wrap, pack up, cover, conceal",N3,ホウ,つつ、つつむ、つつみ,5,⼓,つつみがまえ,to wrap,Bao (勹) quanh bản thân (己) là sự bao bọc (包),5,兆,補
兆,TRIỆU,Nghỉn tỷ,"portent, 10**12, trillion, sign, omen, symptoms",N3,チョウ,きざ、きざす、きざし,6,⼉,ひとあし,human legs,Chân (儿) có 4 (><) cái lông đáng giá nghìn tỷ (兆),2,借,包
借,TÁ,Vay mượn,"borrow, rent",N3,シャク,か、かりる,10,⺅,にんべん,person ,Người (亻) ngày xưa (昔) vay mượn (借) mình,4,昔,兆
他,THA,Khác,"other, another, the others",N3,タ,ほか,5,⺅,にんべん,person ,Người đứng (亻) thả C (也) là người khác (他),3,議,的
的,ĐÍCH,Mục đích,"bull's eye, mark, target, object, adjective ending",N3,テキ,まと,8,,はくへん,white,Mục đích (的) trắng (白) trợn là bắt chước (勺),25,他,約
任,NHIỆM,Trách nhiệm,"responsibility, duty, term, entrust to, appoint",N3,ニン,まか、まかせる、まかす,6,⺅,にんべん,person ,Người (亻) làm vua (王) phải có trách nhiệm (任),4,戦,実
昔,TÍCH,Ngày xưa,"once upon a time, antiquity, old times",N3,セキ、シャク,むかし,8,⽇,ひ,"sun, day, time",Ở hàng rào (井) cả ngày (日) đọc truyện cổ tích ngày xưa (昔),2,具,借
議,NGHỊ,Hội nghị,"deliberation, consultation, debate, consideration",N3,ギ,,20,,ごんべん,"words, to speak, say",Trong hội nghị (議) không được phép nói (言) lời vô nghĩa (我),7,補,他
補,BỔ,Bổ sung,"supplement, supply, make good, offset, compensate, assistant, learner",N3,ホ,おぎな、おぎなう,12,⻂,ころもへん,clothing,Bổ sung (補) y phục (衤) cho quan phủ (甫),4,包,議
構,CẤU,Cấu tạo,"posture, stance, appearance, build, set up",N3,コウ,かま、かまえる、かまう,14,,きへん,"tree, wood",Cây (木) + cấu (冓) = Cấu tạo (構) cây,6,再,婚
均,QUÂN,Bình quân,"level, average",N3,キン,なら.す,7,,つちへん,earth,Đất (土) cho vào bao (勹) đóng băng (冫) lại rồi chia bình quân (均),2,約,談
婚,HÔN,Kết hôn,marriage,N3,コン,,11,,おんなへん,woman,Phụ nữ (女) phải đổi họ (氏) sau ngày (日) kết hôn (婚),5,構,底
再,TÁI,Tái tạo,"again, twice, second time",N3,サイ、サ,ふたた、ふたたび,6,⼌ ,けいがまえ,to enclose,Tái tạo (再) lại công (工) viên (円),6,談,構
底,ĐỂ,Đáy,"bottom, sole, depth, bottom price, base, kind, sort",N3,テイ,そこ,8,⼴,まだれ,slanting roof,Mái hiên (广) nhà thờ họ (氏) thiêng nhất (一) ở chỗ đáy (底),2,婚,愛
愛,ÁI,Yêu,"love, affection, favourite",N3,アイ,いと、いとしい、いとおしむ,13,⼼,こころ,"heart, mind, spirit",Dùng móng tay (爪) trùm khăn (冖) sưởi ấm trái tim (心) từ phía sau (攵) Đó là tình yêu (愛),6,底,酔
難,NAN,"Khó, gian nan","difficult, impossible, trouble, accident, defect",N3,ナン,かた、むずか、かたい、かたさ、むずかしい,18,⾫,ふるとり,small bird,Chữ Hán (茣) chim (隹) học được thì quả là gian nan (難),8,季,予
談,ĐÀM,Đàm thoại,"discuss, talk",N3,ダン,,15,,ごんべん,"words, to speak, say",Nói (言) đến mức viêm (炎) họng vì đàm thoại (談),2,均,再
予,DỰ,Dự báo,"beforehand, previous, myself, I",N3,ヨ,あらかじ.め,4,⼅,はねぼう,vertical stroke with a hook,Dự báo (予) gặp MA (々) sẽ kêu A (ア),18,難,橋
橋,KIỀU,Cây cầu,bridge,N3,キョウ,はし,16,,きへん,"tree, wood",Cây (木) bắc lên trời cao (喬) là cây cầu (橋),2,予,布
布,BỐ,Vải,"linen, cloth, spread, distribute",N3,フ,ぬの,5,⼱,はば,cloth,Bố Na (ナ) quàng khăn (巾) vải (布),5,橋,希
具,CỤ,Dụng cụ,"tool, utensil, means, possess, ingredients, counter for armor, suits, sets of furniture",N3,グ,"そな.える, つぶさ.に",8,⼋,はち,eight,Dùng dụng cụ (具) cắt 1 (一) bảo bối (貝) làm đôi,6,消,昔
季,QUÝ,Mùa,seasons,N3,キ,,8,⼦,こ,"child, son",Lúa (禾) con (子) lớn lên theo mùa (季),2,酔,難
酔,TÚY,Say,"drunk, feel sick, poisoned, elated, spellbound",N3,スイ,"よ.う, よ.い, よ",11,酉,ひよみのとり,"wine, alcohol",Uống rượu đến giờ Dậu (酉) 90 (卆) chén chưa say (酔),3,愛,季
迎,NGHÊNH,Đón,"welcome, meet, greet",N3,ゲイ,むか、むかえる,7,⻌,しんにょう,"road, walk, to advance",CD (卯) mới ra đi xa (辶) vẫn được nghênh đón (迎),6,定,卵
徒,ĐỒ,Học sinh,"on foot, junior, emptiness, vanity, futility, uselessness, ephemeral thing, gang, set, party, people",N3,ト,"いたずら, あだ",10,⼻,ぎょうにんべん,"step, stride, street, to go",2 người (彳) đang chạy (走) là học sinh (徒),2,卵,乳
希,HY,Hi vọng,"hope, beg, request, pray, beseech, Greece, dilute (acid), rare, few, phenomenal",N3,キ,"まれ, こいねが.う",7,⼱,はば,cloth,Hy vọng (希) nó sẽ thích mê (メ) tấm vải (布),2,布,定
表,BIỂU,Phát biểu,"surface, table, chart, diagram",N3,ヒョウ,おもて、あらわ、あらわす、あらわれる,8,⾐,ころも,clothing,Ông vua lòi đầu (主) mặc y phục (衣) lịch sự đứng phát biểu (表),17,示,倍
守,THỦ,Phòng thủ,"guard, protect, defend, obey",N3,シュ、ス,まも、もり、まもる、まもり,6,⼧,うかんむり,"roof, house",Dưới mái nhà (宀) rất thốn (寸) vì phải phòng thủ (守),4,付,顔
乳,NHŨ,Sữa,"milk, breasts",N3,ニュウ,ちち、ち,8,⺃,おつ,the second,Móng tay (爪) trẻ con (子) búng Là (L) ra sữa (乳),2,徒,礼
示,THỊ,Chỉ thị,"show, indicate, point out, express, display",N3,シ、ジ,しめ、しめす,5,⽰,しめす,"altar, festival, religious service",Chỉ thị (示) 2 (ニ) nhỏ (小),5,礼,表
顔,NHAN,Khuôn mặt,"face, expression",N3,ガン,かお,18,⾴,おおがい,"head, page",Ngưu Lang (彦) lấy giấy (頁) che mặt (顔),4,守,由
付,PHÓ,Giao phó,"adhere, attach, refer to, append",N3,フ,つ、つける、つく、つき、づける、づく,5,⺅,にんべん,person ,Người (亻) mặt rất thốn (寸) khi bị giao phó (付),26,対,守
対,ĐỐI,Phản đối,"vis-a-vis, opposite, even, equal, versus, anti-, compare",N3,タイ、ツイ,"あいて, こた.える, そろ.い, つれあ.い, なら.ぶ, むか.う",7,,すんづくり,"inch, (2.25 cm)",Bài văn (文) thốn (寸) quá nên bị phản đối (対),11,倍,付
演,DIỄN,Biểu diễn,"performance, act, play, render, stage",N3,エン,,14,⺡,さんずい,water,Dưới nước (氵) hổ (寅) đang biểu diễn (演),6,由,横
倍,BỘI,Gấp bội,"double, twice, times, fold",N3,バイ,,10,⺅,にんべん,person ,Số lượng người (亻) làm cùng bộ phận (音) đã tăng lên gấp bội (倍),2,表,対
礼,LỄ,Lễ nghi,"salute, bow, ceremony, thanks, remuneration",N3,レイ、ライ,,5,⺭,しめすへん,"altar, festival, religious service",Mang thị (衤) đi Làm (L) lễ (礼),10,乳,示
定,ĐỊNH,Cố định,"determine, fix, establish, decide",N3,テイ、ジョウ,さだ、さだか、さだめる、さだまる,8,⼧,うかんむり,"roof, house",Dưới mái nhà (宀) hạ (下) nhân (人) bị cố định (定) lại,28,希,迎
横,HOÀNH,Trục hoành,"sideways, side, horizontal, width, woof, unreasonable, perverse",N3,オウ,よこ,15,,きへん,"tree, wood",Có vài cây (木) vàng (黄) thì rất hoành (横) tráng,3,演,率
率,SUẤT,Xác suất,"ratio, rate, proportion, %, factor, lead, spearhead, command",N3,ソツ、リツ,ひきいる、ひき,11,⽞,げん,darkness,Xác suất (率) Huyền (玄) đạt 4 (><) điểm 10 (十) là rất cao,5,横,老
由,DO,Tự do,"wherefore, a reason",N3,ユ、ユウ、ユイ,よし,5,⽥,た,rice paddy,Trên ruộng (田) cắm cọc (l) tự do (由),8,顔,演
悪,ÁC,Xấu,"bad, vice, rascal, false, evil, wrong",N3,アク、オ,わる、あ、わるい、わるさ、あし、あしき,11,⼼,こころ,"heart, mind, spirit",Người châu Á (亜) trái tim (心) không hề ác (悪),11,老,要
卵,NOÃN,Trứng,"egg, ovum, spawn, roe",N3,ラン,たまご,7,⼙,ふしづくり,"stamp, seal",Gà mái giải phóng (卯) ra 2 (｀｀) quả trứng (卵),3,迎,徒
要,YẾU,Tất yếu,"need, main point, essence, pivot, key to",N3,ヨウ,い、かなめ、いる,9,⻃,にし,"cover, west",Ở tây (西) yêu phụ nữ (女) là tất yếu (要),14,悪,独
老,LÃO,Người già,"old man, old age, grow old",N3,ロウ,お、おいる、ふ、ふける,6,⺹,おいかんむり,"old, old-age",Đứng trên đất chống gậy (者) cười Hihi (匕) là người già (老),5,率,悪
独,ĐỘC,Cô độc,"single, alone, spontaneously, Germany",N3,ドク,ひと、ひとり,9,⺨,けものへん,beast,Chó (犭) chơi với côn trùng (虫) vì cô độc (独),6,要,困
編,BIÊN,Đan,"compilation, knit, plait, braid, twist, editing, completed poem, part of a book",N3,ヘン,あ、あむ、あみ,15,,いとへん,thread,Nhà máy đan (編) tơ (糸) này có biển (扁) hiệu,3,冊,亡
困,KHỐN,Khốn khổ,"quandary, become distressed, annoyed",N3,コン,こま、こまる,7,⼞,くにがまえ,"border, territorial boundaries",làm hàng rào vây quanh (囗) cây (木) đúng là khốn khổ (困),2,独,団
亡,VONG,Chết,"deceased, the late, dying, perish",N3,ボウ、モウ,な、ない、なき、なくす、なくなる,3,⼇,なべぶた,"lid, top",Mất đầu (亠) Là (L) chết (亡),3,編,忘
望,VỌNG,Tuyệt vọng,"ambition, full moon, hope, desire, aspire to, expect",N3,ボウ、モウ,のぞ、のぞむ、のぞみ,11,⽉,つき,"moon, month, period",Vong (亡) hồn Nguyệt (月) bám theo vua (王) trong tuyệt vọng (望),7,忘,曲
曲,KHÚC,Ca khúc,"bend, music, melody, composition, pleasure, injustice, fault, curve, crooked, perverse, lean",N3,キョク,ま、まがる、まげる,6,⽈,ひらび,to say,Tự do (由) hát 1 (l) ca khúc (曲),4,望,農
農,NÔNG,Nông nghiệp,"agriculture, farmers",N3,ノウ,,13,⾠,しんのたつ,"Fifth zodiac sign, 7–9 A.M.",Ca khúc (曲) của thần (辰) nông nghiệp (農),2,曲,豊
団,ĐOÀN,Đoàn thể,"group, association",N3,ダン、トン,"かたまり, まる.い",6,⼞,くにがまえ,"border, territorial boundaries",Bị cả đoàn thể (団) vay quanh (囗) cảm giác rất thốn (寸),2,困,冊
冊,SÁCH,Quyển sách,"tome, counter for books, volume",N3,サツ、サク,ふみ,5,⼌ ,けいがまえ,to enclose,Ngồi ở biên giới (冂) chắp tay (井) đọc sách (冊),1,団,編
以,DĨ,Vốn dĩ,"by means of, because, in view of, compared with",N3,イ,も、もって,5,⼈,ひと,person,Vốn dĩ (以) 1 (1) chấm (`) làm người (人) say đắm,6,豊,期
豊,PHONG,Phong phú,"bountiful, excellent, rich",N3,ホウ,ゆた、ゆたか,13,⾖,まめ,bean,Ca khúc (曲) về hạt đậu (豆) rất phong phú (豊),2,農,以
